date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:07:33	10351/10351	---M-Z	200	added ('OK')	text/css	etag:%22286f-599c507c83389-gzip%22	http://127.0.0.1/wordpress/wp-content/themes/themify-ultra/styles/theme-color-grey.min.css?ver=2.5.9	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-content/themes/themify-ultra/styles/theme-color-grey.min337d.css	(from http://127.0.0.1/wordpress/)
02:07:33	2606/2606	---M-Z	200	added ('OK')	text/css	etag:%22a2e-599c5fc467e8d-gzip%22	http://127.0.0.1/wordpress/wp-content/uploads/themify-css/themify-builder-8-generated.css?ver=1576450503	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-content/uploads/themify-css/themify-builder-8-generateda27e.css	(from http://127.0.0.1/wordpress/)
02:07:34	822/822	---M-Z	200	added ('OK')	text/xml	date:Mon,%2016%20Dec%202019%2000:07:34%20GMT	http://127.0.0.1/wordpress/xmlrpc.php?rsd	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/xmlrpc0db0.php	(from http://127.0.0.1/wordpress/)
02:07:34	10056/10056	---M-Z	200	added ('OK')	application/javascript	etag:%222748-5333ff613c400-gzip%22	http://127.0.0.1/wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://127.0.0.1/wordpress/)
02:07:34	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://127.0.0.1/wordpress/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-includes/wlwmanifest.xml	(from http://127.0.0.1/wordpress/)
02:07:34	96873/96873	---M-Z	200	added ('OK')	application/javascript	etag:%2217a69-5890dc7401880-gzip%22	http://127.0.0.1/wordpress/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-includes/js/jquery/jquery4a5f.js	(from http://127.0.0.1/wordpress/)
02:07:35	2226/2226	---M--	200	added ('OK')	application/json	date:Mon,%2016%20Dec%202019%2000:07:34%20GMT	http://127.0.0.1/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2F127.0.0.1%2Fwordpress%2F	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-json/oembed/1.0/embedea0a.json	(from http://127.0.0.1/wordpress/)
02:07:35	2323/2323	---M-Z	200	added ('OK')	text/xml	date:Mon,%2016%20Dec%202019%2000:07:35%20GMT	http://127.0.0.1/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2F127.0.0.1%2Fwordpress%2F&format=xml	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-json/oembed/1.0/embed7859	(from http://127.0.0.1/wordpress/)
02:07:35	127706/127706	---M-Z	200	added ('OK')	text/css	etag:%221f2da-599c507f906f0-gzip%22	http://127.0.0.1/wordpress/wp-content/themes/themify-ultra/themify/themify-builder/css/themify-builder-style.min.css?ver=4.7.3	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-content/themes/themify-ultra/themify/themify-builder/css/themify-builder-style.minfe9d.css	(from http://127.0.0.1/wordpress/)
02:07:36	30401/30401	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202019%2000:07:36%20GMT	http://127.0.0.1/wordpress/audioteka/	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/audioteka/index.html	(from http://127.0.0.1/wordpress/)
02:07:37	1667/1667	---M-Z	200	added ('OK')	application/javascript	etag:%22683-599c507e80c27-gzip%22	http://127.0.0.1/wordpress/wp-content/themes/themify-ultra/themify/js/themify.sidemenu.min.js?ver=2.5.9	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-content/themes/themify-ultra/themify/js/themify.sidemenu.min337d.js	(from http://127.0.0.1/wordpress/)
02:07:38	36625/36625	---M-Z	200	added ('OK')	application/javascript	etag:%228f11-599c507e515b4-gzip%22	http://127.0.0.1/wordpress/wp-content/themes/themify-ultra/themify/js/main.min.js?ver=4.7.3	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-content/themes/themify-ultra/themify/js/main.minfe9d.js	(from http://127.0.0.1/wordpress/)
02:07:38	1399/1399	---M-Z	200	added ('OK')	application/javascript	etag:%22577-5942f1cbbd980-gzip%22	http://127.0.0.1/wordpress/wp-includes/js/wp-embed.min.js?ver=5.3.1	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-includes/js/wp-embed.min7923.js	(from http://127.0.0.1/wordpress/)
02:07:39	32851/32851	---M-Z	200	added ('OK')	application/javascript	etag:%228053-599c507a7eb5f-gzip%22	http://127.0.0.1/wordpress/wp-content/themes/themify-ultra/js/themify.script.min.js?ver=2.5.9	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-content/themes/themify-ultra/js/themify.script.min337d.js	(from http://127.0.0.1/wordpress/)
02:07:44	76849/76849	---MC-	200	added ('OK')	application/json	date:Mon,%2016%20Dec%202019%2000:07:35%20GMT	http://127.0.0.1/wordpress/wp-json/	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-json/index.html	(from http://127.0.0.1/wordpress/)
02:07:44	200/200	---M-Z	200	added ('OK')	text/css	etag:%22c8-599c69495606a-gzip%22	http://127.0.0.1/wordpress/wp-content/uploads/themify-css/themify-builder-25-generated.css?ver=1576453058	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-content/uploads/themify-css/themify-builder-25-generated95ea.css	(from http://127.0.0.1/wordpress/audioteka/)
02:07:45	2242/2242	---M--	200	added ('OK')	application/json	date:Mon,%2016%20Dec%202019%2000:07:44%20GMT	http://127.0.0.1/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2F127.0.0.1%2Fwordpress%2Faudioteka%2F	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-json/oembed/1.0/embedb39c.json	(from http://127.0.0.1/wordpress/audioteka/)
02:07:45	2337/2337	---M-Z	200	added ('OK')	text/xml	date:Mon,%2016%20Dec%202019%2000:07:44%20GMT	http://127.0.0.1/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2F127.0.0.1%2Fwordpress%2Faudioteka%2F&format=xml	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-json/oembed/1.0/embed95ae	(from http://127.0.0.1/wordpress/audioteka/)
02:07:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Dec%202019%2000:07:45%20GMT	http://127.0.0.1/wordpress/?p=25	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/index970c.html	(from http://127.0.0.1/wordpress/audioteka/)
02:08:10	204662/204662	---M--	200	added ('OK')	image/jpeg	etag:%2231f76-599c563871643%22	http://127.0.0.1/wordpress/wp-content/uploads/2019/12/hero.jpg	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-content/uploads/2019/12/hero.jpg	(from http://127.0.0.1/wordpress/wp-content/uploads/themify-css/themify-builder-8-generated.css?ver=1576450503)
02:08:31	287300/287300	---M--	200	added ('OK')	image/jpeg	etag:%2246244-599c61074c712%22	http://127.0.0.1/wordpress/wp-content/uploads/2019/12/AUDIO.jpg	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-content/uploads/2019/12/AUDIO.jpg	(from http://127.0.0.1/wordpress/audioteka/)
02:08:38	400065/400065	---M--	200	added ('OK')	image/jpeg	etag:%2261ac1-599c5b4faa5ba%22	http://127.0.0.1/wordpress/wp-content/uploads/2019/12/IMG_20180622_155821_BURST006-scaled.jpg	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-content/uploads/2019/12/IMG_20180622_155821_BURST006-scaled.jpg	(from http://127.0.0.1/wordpress/)
02:11:03	1223799/1223799	---M--	200	added ('OK')	audio/mpeg	etag:%2212ac77-599c66ba56947%22	http://127.0.0.1/wordpress/wp-content/uploads/2019/12/Gyvenimo-liepsna.-L%c4%97jai-mano-ma%c5%beajai-sesutei-1-dalis.mp3?_=1	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-content/uploads/2019/12/Gyvenimo-liepsna.-L%c4%97jai-mano-ma%c5%beajai-sesutei-1-dalis230a.mp3	(from http://127.0.0.1/wordpress/audioteka/)
02:11:27	1223799/1223799	---M--	200	added ('OK')	audio/mpeg	etag:%2212ac77-599c66ba56947%22	http://127.0.0.1/wordpress/wp-content/uploads/2019/12/Gyvenimo-liepsna.-L%c4%97jai-mano-ma%c5%beajai-sesutei-1-dalis.mp3	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-content/uploads/2019/12/Gyvenimo-liepsna.-L%c4%97jai-mano-ma%c5%beajai-sesutei-1-dalis.mp3	(from http://127.0.0.1/wordpress/audioteka/)
02:12:28	1465253/1465253	---M--	200	added ('OK')	audio/mpeg	etag:%22165ba5-599c66ba76920%22	http://127.0.0.1/wordpress/wp-content/uploads/2019/12/Gyvenimo-liepsna.-L%c4%97jai-mano-ma%c5%beajai-sesutei-2-dalis.mp3?_=2	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-content/uploads/2019/12/Gyvenimo-liepsna.-L%c4%97jai-mano-ma%c5%beajai-sesutei-2-dalise6f8.mp3	(from http://127.0.0.1/wordpress/audioteka/)
02:12:28	11425/11425	---M-Z	200	added ('OK')	text/css	etag:%222ca1-5946858454e80-gzip%22	http://127.0.0.1/wordpress/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.13-9993131	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-includes/js/mediaelement/mediaelementplayer-legacy.minc270.css	(from http://127.0.0.1/wordpress/audioteka/)
02:12:28	4186/4186	---M-Z	200	added ('OK')	text/css	etag:%22105a-58ac1e7924f80-gzip%22	http://127.0.0.1/wordpress/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=5.3.1	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-includes/js/mediaelement/wp-mediaelement.min7923.css	(from http://127.0.0.1/wordpress/audioteka/)
02:12:34	1465253/1465253	---M--	200	added ('OK')	audio/mpeg	etag:%22165ba5-599c66ba76920%22	http://127.0.0.1/wordpress/wp-content/uploads/2019/12/Gyvenimo-liepsna.-L%c4%97jai-mano-ma%c5%beajai-sesutei-2-dalis.mp3	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-content/uploads/2019/12/Gyvenimo-liepsna.-L%c4%97jai-mano-ma%c5%beajai-sesutei-2-dalis.mp3	(from http://127.0.0.1/wordpress/audioteka/)
02:12:34	1193/1193	---M-Z	200	added ('OK')	application/javascript	etag:%224a9-5942f1cbbd980-gzip%22	http://127.0.0.1/wordpress/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=5.3.1	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-includes/js/mediaelement/mediaelement-migrate.min7923.js	(from http://127.0.0.1/wordpress/audioteka/)
02:12:35	908/908	---M-Z	200	added ('OK')	application/javascript	etag:%2238c-5942f1cbbd980-gzip%22	http://127.0.0.1/wordpress/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=5.3.1	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-includes/js/mediaelement/wp-mediaelement.min7923.js	(from http://127.0.0.1/wordpress/audioteka/)
02:12:35	160453/160453	---M-Z	200	added ('OK')	application/javascript	etag:%22272c5-5946858454e80-gzip%22	http://127.0.0.1/wordpress/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.13-9993131	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-includes/js/mediaelement/mediaelement-and-player.minc270.js	(from http://127.0.0.1/wordpress/audioteka/)
02:13:43	1412621/1412621	---M--	200	added ('OK')	audio/mpeg	etag:%22158e0d-599c66ba92d0a%22	http://127.0.0.1/wordpress/wp-content/uploads/2019/12/Gyvenimo-liepsna.-L%c4%97jai-mano-ma%c5%beajai-sesutei-3-dalis.mp3?_=3	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-content/uploads/2019/12/Gyvenimo-liepsna.-L%c4%97jai-mano-ma%c5%beajai-sesutei-3-dalis4640.mp3	(from http://127.0.0.1/wordpress/audioteka/)
02:13:49	1412621/1412621	---M--	200	added ('OK')	audio/mpeg	etag:%22158e0d-599c66ba92d0a%22	http://127.0.0.1/wordpress/wp-content/uploads/2019/12/Gyvenimo-liepsna.-L%c4%97jai-mano-ma%c5%beajai-sesutei-3-dalis.mp3	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-content/uploads/2019/12/Gyvenimo-liepsna.-L%c4%97jai-mano-ma%c5%beajai-sesutei-3-dalis.mp3	(from http://127.0.0.1/wordpress/audioteka/)
02:13:49	4598/4598	---M--	200	added ('OK')	image/svg+xml	etag:%2211f6-555a9cb3a8fc0%22	http://127.0.0.1/wordpress/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/y/127.0.0.1/wordpress/wp-includes/js/mediaelement/mejs-controls.svg	(from http://127.0.0.1/wordpress/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.13-9993131)
